city,loc,pop,state,zip
WILLS POINT,-96.00788,7310,TX,75169
WILMER,-96.68376,2407,TX,75172
NEVADA,-96.387657,3149,TX,75173
BALCH SPRINGS,-96.615278,18848,TX,75180
MESQUITE,-96.566889,5005,TX,75181
MESQUITE,-96.567004,1959,TX,75182
ROYSE CITY,-96.36484,5533,TX,75189
DALLAS,-96.80439,1505,TX,75201
DALLAS,-96.805352,3622,TX,75202
DALLAS,-96.806976,18850,TX,75203
DALLAS,-96.785144,16697,TX,75204
VILLAGE,-96.793828,23883,TX,75205
DALLAS,-96.769219,36526,TX,75206
DALLAS,-96.831871,1744,TX,75207
DALLAS,-96.838898,33527,TX,75208
DALLAS,-96.825984,15398,TX,75209
DALLAS,-96.742974,10216,TX,75210
COCKRELL HILL,-96.881797,54691,TX,75211
DALLAS,-96.871396,23556,TX,75212
DALLAS,-96.749774,32618,TX,75214
DALLAS,-96.76226,22120,TX,75215
DALLAS,-96.795488,55166,TX,75216
DALLAS,-96.675481,57605,TX,75217
DALLAS,-96.697212,22646,TX,75218
DALLAS,-96.814166,19178,TX,75219
DALLAS,-96.862202,30241,TX,75220
DALLAS,-96.747475,14700,TX,75223
DALLAS,-96.838711,26734,TX,75224
DALLAS,-96.791753,18255,TX,75225
DALLAS,-96.767552,1561,TX,75226
DALLAS,-96.683586,39631,TX,75227
DALLAS,-96.678378,55010,TX,75228
DALLAS,-96.8588,27621,TX,75229
DALLAS,-96.789679,24281,TX,75230
DALLAS,-96.74953,35407,TX,75231
DALLAS,-96.838392,28289,TX,75232
DALLAS,-96.872547,11206,TX,75233
FARMERS BRANCH,-96.876848,25992,TX,75234
DALLAS,-96.838843,14850,TX,75235
DALLAS,-96.917737,6124,TX,75236
DALLAS,-96.876453,12859,TX,75237
DALLAS,-96.707982,25855,TX,75238
DALLAS,-96.732769,541,TX,75239
DALLAS,-96.787214,37646,TX,75240
DALLAS,-96.777421,26407,TX,75241
DALLAS,-96.728472,48344,TX,75243
FARMERS BRANCH,-96.842533,16870,TX,75244
DALLAS,-96.769696,3129,TX,75246
DALLAS,-96.887123,124,TX,75247
DALLAS,-96.794242,34858,TX,75248
DALLAS,-96.949266,8677,TX,75249
DALLAS,-96.771831,75,TX,75251
DALLAS,-96.792113,15152,TX,75252
DALLAS,-96.59643,10252,TX,75253
DALLAS,-96.83143,11388,TX,75287
GREENVILLE,-96.102416,30183,TX,75401
PRINCETON,-96.498073,7552,TX,75407
ANNA,-96.563862,4413,TX,75409
ALBA,-95.597102,2599,TX,75410
ARTHUR CITY,-95.494037,1583,TX,75411
BAGWELL,-95.14869,979,TX,75412
BELLS,-96.423668,1829,TX,75414
BEN FRANKLIN,-95.759107,151,TX,75415
BLOSSOM,-95.382341,3253,TX,75416
BOGATA,-95.193725,2803,TX,75417
BONHAM,-96.183566,9003,TX,75418
BRASHEAR,-95.73451,272,TX,75420
BROOKSTON,-95.688812,287,TX,75421
CAMPBELL,-95.943919,2029,TX,75422
CELESTE,-96.207635,2697,TX,75423
BLUE RIDGE,-96.390056,2312,TX,75424
CLARKSVILLE,-95.046094,6675,TX,75426
COMMERCE,-95.90968,8421,TX,75428
COMO,-95.362655,1679,TX,75431
COOPER,-95.662311,3438,TX,75432
CUMBY,-95.794536,2894,TX,75433
DEPORT,-95.365351,1927,TX,75435
DETROIT,-95.23848,1594,TX,75436
DIKE,-95.471125,210,TX,75437
DODD CITY,-96.06194,1094,TX,75438
ECTOR,-96.273533,803,TX,75439
EMORY,-95.741786,3919,TX,75440
FARMERSVILLE,-96.368619,4777,TX,75442
HONEY GROVE,-95.9109,2563,TX,75446
IVANHOE,-96.169811,1004,TX,75447
KLONDIKE,-95.801762,729,TX,75448
LADONIA,-95.945489,899,TX,75449
LAKE CREEK,-95.622131,50,TX,75450
LEESBURG,-95.107924,1246,TX,75451
LEONARD,-96.223772,3229,TX,75452
LONE OAK,-95.943412,1822,TX,75453
MELISSA,-96.574009,703,TX,75454
MOUNT PLEASANT,-94.969461,16878,TX,75455
MOUNT VERNON,-95.218106,5948,TX,75457
HOWE,-96.640723,4843,TX,75459
PARIS,-95.537881,30317,TX,75460
PATTONVILLE,-95.3908,194,TX,75468
PECAN GAP,-95.826196,489,TX,75469
PETTY,-95.789057,247,TX,75470
PICKTON,-95.462979,1569,TX,75471
POINT,-95.890285,2796,TX,75472
POWDERLY,-95.530692,1570,TX,75473
QUINLAN,-96.126083,13826,TX,75474
RAVENNA,-96.145157,1635,TX,75476
ROXTON,-95.741605,975,TX,75477
SALTILLO,-95.343324,500,TX,75478
SAVOY,-96.350156,1726,TX,75479
SCROGGINS,-95.239683,2029,TX,75480
SULPHUR BLUFF,-95.37396,228,TX,75481
SULPHUR SPRINGS,-95.592161,21479,TX,75482
SUMNER,-95.680671,3596,TX,75486
TALCO,-95.049718,1932,TX,75487
TELEPHONE,-96.044945,709,TX,75488
TRENTON,-96.339754,1776,TX,75490
WHITEWRIGHT,-96.451025,4327,TX,75491
WINDOM,-96.002002,363,TX,75492
WINFIELD,-95.078984,1956,TX,75493
WINNSBORO,-95.27265,6204,TX,75494
VAN ALSTYNE,-96.548632,4251,TX,75495
WOLFE CITY,-96.06907,2225,TX,75496
YANTIS,-95.531113,1554,TX,75497
WAKE VILLAGE,-94.118245,40273,TX,75501
TEXARKANA,-94.011281,30471,AR,75502
TEXARKANA,-94.077374,16443,TX,75503
ANNONA,-94.899226,949,TX,75550
ATLANTA,-94.164617,9024,TX,75551
AVERY,-94.786708,1317,TX,75554
BIVINS,-94.140406,1758,TX,75555
BLOOMBURG,-94.064688,855,TX,75556
COOKVILLE,-94.873291,2050,TX,75558
DE KALB,-94.621092,3364,TX,75559
DOUGLASSVILLE,-94.346699,1705,TX,75560
LEARY,-94.269188,5815,TX,75561
LINDEN,-94.360509,5727,TX,75563
MARIETTA,-94.542098,1526,TX,75566
MAUD,-94.482267,888,TX,75567
NAPLES,-94.689061,2752,TX,75568
NASH,-94.142237,3464,TX,75569
BOSTON,-94.433882,7801,TX,75570
OMAHA,-94.763944,1791,TX,75571
QUEEN CITY,-94.154825,4376,TX,75572
SIMMS,-94.603862,3617,TX,75574
LONGVIEW,-94.72328,27102,TX,75601
LONGVIEW,-94.710078,17399,TX,75602
LONGVIEW,-94.711691,6737,TX,75603
LONGVIEW,-94.798957,25570,TX,75604
LONGVIEW,-94.776748,9166,TX,75605
AVINGER,-94.579534,2764,TX,75630
BECKVILLE,-94.455451,3114,TX,75631
CARTHAGE,-94.352721,11062,TX,75633
DAINGERFIELD,-94.735899,5614,TX,75638
DE BERRY,-94.13557,4375,TX,75639
NEW DIANA,-94.698122,1930,TX,75640
GARY,-94.281501,1394,TX,75643
GILMER,-94.971434,10141,TX,75644
GLADEWATER,-94.932001,14791,TX,75647
HALLSVILLE,-94.533308,7463,TX,75650
HARLETON,-94.465165,2609,TX,75651
HENDERSON,-94.791962,19836,TX,75652
HUGHES SPRINGS,-94.622758,4564,TX,75656
SMITHLAND,-94.371217,8460,TX,75657
KARNACK,-94.20005,4434,TX,75661
KILGORE,-94.865271,22785,TX,75662
LANEVILLE,-94.866027,3032,TX,75667
LONE STAR,-94.718303,2578,TX,75668
LONG BRANCH,-94.472028,2101,TX,75669
MARSHALL,-94.36191,27482,TX,75670
MOUNT ENTERPRISE,-94.623505,2558,TX,75681
ORE CITY,-94.751401,5129,TX,75683
OVERTON,-94.952914,4776,TX,75684
PITTSBURG,-94.960337,12871,TX,75686
PRICE,-94.941494,945,TX,75687
TURNERTOWN,-94.950805,923,TX,75689
TATUM,-94.596027,4679,TX,75691
WASKOM,-94.137884,6516,TX,75692
CLARKSVILLE CITY,-94.862115,5887,TX,75693
TYLER,-95.292179,30794,TX,75701
TYLER,-95.311652,24885,TX,75702
TYLER,-95.303147,26345,TX,75703
TYLER,-95.406977,6100,TX,75704
TYLER,-95.125225,1539,TX,75705
TYLER,-95.330993,6770,TX,75706
TYLER,-95.192692,9853,TX,75707
EAST TEXAS CENTE,-95.244354,4338,TX,75708
TYLER,-95.395563,1737,TX,75709
ARP,-95.063908,1815,TX,75750
ATHENS,-95.84318,18579,TX,75751
BEN WHEELER,-95.637085,3992,TX,75754
BIG SANDY,-95.088034,3997,TX,75755
EDOM,-95.62289,2868,TX,75756
MOUNT SELMAN,-95.375045,4654,TX,75757
CHANDLER,-95.502531,4835,TX,75758
CUSHING,-94.853887,2068,TX,75760
FLINT,-95.394848,6365,TX,75762
FRANKSTON,-95.516284,5394,TX,75763
HAWKINS,-95.222015,4968,TX,75765
JACKSONVILLE,-95.270328,19652,TX,75766
LARUE,-95.592661,2826,TX,75770
MT SYLVAN,-95.429932,9838,TX,75771
MINEOLA,-95.487032,8904,TX,75773
MURCHISON,-95.77372,1801,TX,75778
QUITMAN,-95.430161,5864,TX,75783
REKLAW,-95.011834,334,TX,75784
DIALVILLE,-95.173156,10527,TX,75785
TROUP,-95.122656,8363,TX,75789
VAN,-95.654538,4019,TX,75790
WHITEHOUSE,-95.226552,8273,TX,75791
WINONA,-95.124624,2825,TX,75792
PALESTINE,-95.634158,26466,TX,75801
FREESTONE,-96.058516,3404,TX,75831
CENTERVILLE,-95.921287,2618,TX,75833
AUSTONIO,-95.46833,11698,TX,75835
DONIE,-96.238687,334,TX,75838
SLOCUM,-95.553232,4767,TX,75839
FAIRFIELD,-96.157176,6331,TX,75840
GRAPELAND,-95.444713,4705,TX,75844
GROVETON,-95.096894,2206,TX,75845
JEWETT,-96.191841,2112,TX,75846
KENNARD,-95.154118,1784,TX,75847
LEONA,-95.928428,475,TX,75850
LOVELADY,-95.550057,3649,TX,75851
MIDWAY,-95.70894,3522,TX,75852
MONTALBA,-95.75926,2070,TX,75853
OAKWOOD,-95.902151,2637,TX,75855
PENNINGTON,-95.158678,565,TX,75856
STREETMAN,-96.298763,488,TX,75859
TEAGUE,-96.27778,5318,TX,75860
TENNESSEE COLONY,-95.899798,11380,TX,75861
TRINITY,-95.340295,7585,TX,75862
KELTYS,-94.734185,46763,TX,75901
FOREST,-95.079786,3203,TX,75925
APPLE SPRINGS,-94.981152,1079,TX,75926
BON WIER,-93.766465,2283,TX,75928
BROADDUS,-94.215552,1786,TX,75929
BRONSON,-93.999256,1922,TX,75930
BROOKELAND,-94.003566,1883,TX,75931
BURKEVILLE,-93.658517,2275,TX,75932
CALL,-93.833355,1813,TX,75933
CENTER,-94.186947,11512,TX,75935
CHESTER,-94.458099,1588,TX,75936
CHIRENO,-94.430244,3983,TX,75937
ROCKLAND,-94.421811,836,TX,75938
BARNUM,-94.7959,3969,TX,75939
DIBOLL,-94.772911,7686,TX,75941
DOUGLASS,-94.869649,1005,TX,75943
GARRISON,-94.526604,2365,TX,75946
HEMPHILL,-93.79045,4180,TX,75948
HUNTINGTON,-94.566237,8415,TX,75949
SAM RAYBURN,-94.021481,14219,TX,75951
JOAQUIN,-94.060833,2754,TX,75954
BON AMI,-93.927934,5772,TX,75956
MAGNOLIA SPRINGS,-94.070896,111,TX,75957
MILAM,-93.831816,2187,TX,75959
MOSCOW,-94.85437,1018,TX,75960
APPLEBY,-94.651093,45332,TX,75961
NEWTON,-93.7497,4184,TX,75966
PINELAND,-93.97542,1279,TX,75968
POLLOK,-94.825403,4725,TX,75969
SAN AUGUSTINE,-94.132581,5916,TX,75972
SHELBYVILLE,-93.969841,2949,TX,75973
TENAHA,-94.248773,1759,TX,75974
TIMPSON,-94.396733,3060,TX,75975
WELLS,-94.969351,1550,TX,75976
WIERGATE,-93.803854,290,TX,75977
DOGWOOD,-94.425494,5942,TX,75979
ZAVALLA,-94.387115,2295,TX,75980
ARLINGTON,-97.083425,18003,TX,76006
ALEDO,-97.603885,5148,TX,76008
ALVARADO,-97.212971,13229,TX,76009
ARLINGTON,-97.082576,42405,TX,76010
ARLINGTON,-97.100302,23943,TX,76011
ARLINGTON,-97.134808,24141,TX,76012
ARLINGTON,-97.14416,30252,TX,76013
ARLINGTON,-97.087556,26087,TX,76014
ARLINGTON,-97.134685,14544,TX,76015
ARLINGTON,-97.190466,28219,TX,76016
ARLINGTON,-97.159899,42829,TX,76017
ARLINGTON,-97.091987,15590,TX,76018
AZLE,-97.541153,18198,TX,76020
BEDFORD,-97.135797,31798,TX,76021
BEDFORD,-97.145351,13186,TX,76022
BOYD,-97.586797,4292,TX,76023
BURLESON,-97.308959,33535,TX,76028
CLEBURNE,-97.397957,25844,TX,76031
COLLEYVILLE,-97.146026,11726,TX,76034
CRESSON,-97.651931,265,TX,76035
CROWLEY,-97.370306,8749,TX,76036
EULESS,-97.083212,22412,TX,76039
EULESS,-97.097203,17220,TX,76040
FORRESTON,-96.887522,106,TX,76041
GLEN ROSE,-97.762911,4432,TX,76043
GODLEY,-97.534865,2595,TX,76044
GRANBURY,-97.774173,13718,TX,76048
GRANBURY,-97.728484,10830,TX,76049
GRANDVIEW,-97.235069,4850,TX,76050
GRAPEVINE,-97.096203,30774,TX,76051
HASLET,-97.337185,866,TX,76052
HURST,-97.175613,24835,TX,76053
HURST,-97.175521,9953,TX,76054
ITASCA,-97.146034,2341,TX,76055
JOSHUA,-97.401123,12544,TX,76058
KEENE,-97.32868,5863,TX,76059
KENNEDALE,-97.213853,5362,TX,76060
MANSFIELD,-97.141551,17381,TX,76063
MAYPEARL,-96.98803,2842,TX,76064
MIDLOTHIAN,-96.993551,10271,TX,76065
MILLSAP,-97.878386,9110,TX,76066
MINERAL WELLS,-98.063051,23617,TX,76067
NEMO,-97.656668,206,TX,76070
NEWARK,-97.510696,2670,TX,76071
PARADISE,-97.697423,3009,TX,76073
RAINBOW,-97.70652,722,TX,76077
RHOME,-97.481688,1771,TX,76078
SPRINGTOWN,-97.634951,7377,TX,76082
VENUS,-97.108734,2726,TX,76084
WEATHERFORD,-97.738591,29937,TX,76086
WEATHERFORD,-97.689439,2502,TX,76087
GRAPEVINE,-97.148066,5638,TX,76092
RIO VISTA,-97.367825,1819,TX,76093
FORT WORTH,-97.328023,8550,TX,76102
FORT WORTH,-97.260394,12611,TX,76103
FORT WORTH,-97.318409,20012,TX,76104
FORT WORTH,-97.26899,20947,TX,76105
FORT WORTH,-97.356008,44367,TX,76106
FORT WORTH,-97.385248,27082,TX,76107
WHITE SETTLEMENT,-97.474063,22510,TX,76108
FORT WORTH,-97.378876,21893,TX,76109
FORT WORTH,-97.337505,27828,TX,76110
FORT WORTH,-97.300327,17740,TX,76111
FORT WORTH,-97.218122,35311,TX,76112
RIVER OAKS,-97.401526,21921,TX,76114
FORT WORTH,-97.333634,16544,TX,76115
FORT WORTH,-97.448279,38210,TX,76116
HALTOM CITY,-97.270891,27312,TX,76117
NORTH RICHLAND H,-97.222781,9764,TX,76118
FORT WORTH,-97.267492,36951,TX,76119
FORT WORTH,-97.178112,8601,TX,76120
FORT WORTH,-97.365838,5314,TX,76123
BENBROOK,-97.464141,14301,TX,76126
CARSWELL AFB,-97.435453,940,TX,76127
FORT WORTH,-97.337656,3738,TX,76131
FORT WORTH,-97.405626,13724,TX,76132
FORT WORTH,-97.375849,44032,TX,76133
FORT WORTH,-97.332467,17442,TX,76134
FORT WORTH,-97.45191,13135,TX,76135
FORT WORTH,-97.289114,15226,TX,76137
EVERMAN,-97.270406,17658,TX,76140
WATAUGA,-97.249029,22794,TX,76148
FORT WORTH,-97.050285,2096,TX,76155
FORT WORTH,-97.332671,61,TX,76177
SAGINAW,-97.403149,15143,TX,76179
NORTH RICHLAND H,-97.220714,44496,TX,76180
DENTON,-97.131436,48643,TX,76201
DENTON,-97.101833,27830,TX,76205
ALVORD,-97.688488,1748,TX,76225
ARGYLE,-97.159977,4420,TX,76226
AUBREY,-96.987866,3089,TX,76227
BELLEVUE,-98.157373,1697,TX,76228
BOWIE,-97.837337,8686,TX,76230
COLLINSVILLE,-96.901365,1681,TX,76233
DECATUR,-97.573995,9323,TX,76234
ERA,-97.292358,264,TX,76238
FORESTBURG,-97.584774,805,TX,76239
LAKE KIOWA,-97.103208,24108,TX,76240
GORDONVILLE,-96.84027,1664,TX,76245
JUSTIN,-97.309254,3422,TX,76247
KELLER,-97.248883,14313,TX,76248
KRUM,-97.267452,3198,TX,76249
LINDSAY,-97.221436,610,TX,76250
MONTAGUE,-97.728226,617,TX,76251
MUENSTER,-97.362409,3042,TX,76252
NOCONA,-97.726982,4365,TX,76255
PILOT POINT,-96.944554,4183,TX,76258
PONDER,-97.284815,1443,TX,76259
RINGGOLD,-97.943982,243,TX,76261
TROPHY CLUB,-97.205346,11484,TX,76262
ROSSTON,-97.454172,30,TX,76263
SADLER,-96.840017,349,TX,76264
SAINT JO,-97.556756,2071,TX,76265
SANGER,-97.181432,7440,TX,76266
SUNSET,-97.770891,487,TX,76270
TIOGA,-96.909712,857,TX,76271
VALLEY VIEW,-97.231053,2754,TX,76272
WHITESBORO,-96.878984,5920,TX,76273
WICHITA FALLS,-98.497645,15309,TX,76301
WICHITA FALLS,-98.493987,10724,TX,76302
WICHITA FALLS,-98.460812,3922,TX,76303
WICHITA FALLS,-98.500491,4529,TX,76304
WICHITA FALLS,-98.540679,8522,TX,76305
WICHITA FALLS,-98.524835,6808,TX,76306
WICHITA FALLS,-98.533965,19151,TX,76308
WICHITA FALLS,-98.534288,12500,TX,76309
WICHITA FALLS,-98.575548,11497,TX,76310
SHEPPARD AFB,-98.508771,7080,TX,76311
BURKBURNETT,-98.570842,10558,TX,76354
BYERS,-98.183929,665,TX,76357
ELBERT,-99.055214,445,TX,76359
ELECTRA,-98.91545,3580,TX,76360
GOREE,-99.525806,523,TX,76363
HARROLD,-99.035052,369,TX,76364
HENRIETTA,-98.259976,6020,TX,76365
HOLLIDAY,-98.657634,5949,TX,76366
IOWA PARK,-98.674497,9443,TX,76367
MUNDAY,-99.632624,2028,TX,76371
NEWCASTLE,-98.744644,905,TX,76372
OKLAUNION,-99.160234,338,TX,76373
OLNEY,-98.742695,4554,TX,76374
PETROLIA,-98.269223,1642,TX,76377
SCOTLAND,-98.464983,398,TX,76379
SEYMOUR,-99.258727,4208,TX,76380
VERA,-99.759098,481,TX,76383
VERNON,-99.30301,14414,TX,76384
WEINERT,-99.666431,301,TX,76388
WINDTHORST,-98.437589,381,TX,76389
STEPHENVILLE,-98.222407,19745,TX,76401
BRECKENRIDGE,-98.909882,8803,TX,76424
BRIDGEPORT,-97.78098,9158,TX,76426
BRYSON,-98.370256,915,TX,76427
CADDO,-98.658983,127,TX,76429
ALBANY,-99.319581,2858,TX,76430
CHICO,-97.803133,2657,TX,76431
BLANKET,-98.831089,1929,TX,76432
BLUFF DALE,-98.163775,1751,TX,76433
CARBON,-98.83479,462,TX,76435
CARLTON,-98.152519,235,TX,76436
CISCO,-98.986507,4906,TX,76437
COMANCHE,-98.608227,7208,TX,76442
CROSS PLAINS,-99.18718,1928,TX,76443
DE LEON,-98.54894,4401,TX,76444
DESDEMONA,-98.567327,366,TX,76445
DUBLIN,-98.345469,5029,TX,76446
EASTLAND,-98.807101,5837,TX,76448
GRAFORD,-98.337002,2235,TX,76449
GRAHAM,-98.583212,12511,TX,76450
GORDON,-98.363211,566,TX,76453
GORMAN,-98.683408,1773,TX,76454
GUSTINE,-98.383488,1680,TX,76455
HICO,-98.024933,1962,TX,76457
JACKSBORO,-98.168138,4664,TX,76458
JERMYN,-98.393149,154,TX,76459
LOVING,-98.50237,156,TX,76460
LIPAN,-97.953614,1582,TX,76462
MINGUS,-98.426262,278,TX,76463
MORAN,-99.165567,458,TX,76464
RANGER,-98.674659,3414,TX,76470
RISING STAR,-98.985852,1810,TX,76471
SANTO,-98.179675,1433,TX,76472
SIDNEY,-98.767995,92,TX,76474
STRAWN,-98.499467,968,TX,76475
TOLAR,-97.880208,2586,TX,76476
THROCKMORTON,-99.183812,1321,TX,76483
PALO PINTO,-98.270262,867,TX,76484
PERRIN,-98.044006,1065,TX,76486
POOLVILLE,-97.847229,1549,TX,76487
WHITT,-98.021008,305,TX,76490
WOODSON,-99.015953,114,TX,76491
TEMPLE,-97.334264,16400,TX,76501
TEMPLE,-97.389781,15632,TX,76502
TEMPLE,-97.364764,20273,TX,76504
BARTLETT,-97.426302,727,TX,76511
BELTON,-97.472025,20331,TX,76513
BUCKHOLTS,-97.124135,1072,TX,76518
BURLINGTON,-96.885308,1312,TX,76519
CAMERON,-96.976562,6965,TX,76520
IZORO,-97.912132,26431,TX,76522
DAVILLA,-97.200865,1079,TX,76523
EDDY,-97.270926,2544,TX,76524
BEE HOUSE,-98.055175,1179,TX,76525
FLAT,-97.589777,774,TX,76526
FLORENCE,-97.834423,3703,TX,76527
TURNERSVILLE,-97.724286,14415,TX,76528
GRANGER,-97.445065,3160,TX,76530
HAMILTON,-98.113051,5260,TX,76531
HOLLAND,-97.385695,2223,TX,76534
JARRELL,-97.600833,3430,TX,76537
JONESBORO,-97.775155,793,TX,76538
KEMPNER,-97.972068,3884,TX,76539
KILLEEN,-97.727808,22853,TX,76541
HARKER HEIGHTS,-97.746736,25829,TX,76542
HARKER HEIGHTS,-97.676864,35052,TX,76543
FORT HOOD,-97.776404,36657,TX,76544
LAMPASAS,-98.183361,7698,TX,76550
MILANO,-96.803477,2187,TX,76556
MOODY,-97.409957,4411,TX,76557
NOLANVILLE,-97.594109,1820,TX,76559
OGLESBY,-97.550093,1221,TX,76561
POTTSVILLE,-98.356077,279,TX,76565
PURMELA,-97.888945,1111,TX,76566
ROCKDALE,-97.0079,8052,TX,76567
ROGERS,-97.222793,2565,TX,76569
ROSEBUD,-96.975455,3093,TX,76570
SALADO,-97.532999,3454,TX,76571
TAYLOR,-97.440103,14135,TX,76574
THORNDALE,-97.176446,2279,TX,76577
THRALL,-97.289261,852,TX,76578
TROY,-97.285205,3791,TX,76579
ABBOTT,-97.067146,577,TX,76621
AQUILLA,-97.22577,1901,TX,76622
AXTELL,-96.988178,3235,TX,76624
BLOOMING GROVE,-96.700991,1594,TX,76626
BLUM,-97.365183,2737,TX,76627
BREMOND,-96.669744,1883,TX,76629
BRUCEVILLE,-97.234244,477,TX,76630
BYNUM,-96.983702,496,TX,76631
CHILTON,-97.09002,2304,TX,76632
CHINA SPRING,-97.300221,3030,TX,76633
LAGUNA PARK,-97.515282,6410,TX,76634
COOLIDGE,-96.657744,1042,TX,76635
COVINGTON,-97.259091,767,TX,76636
CRANFILLS GAP,-97.78537,687,TX,76637
CRAWFORD,-97.389992,3473,TX,76638
DAWSON,-96.708483,1457,TX,76639
ELM MOTT,-97.113838,4183,TX,76640
FROST,-96.768437,1831,TX,76641
GROESBECK,-96.523381,5538,TX,76642
HEWITT,-97.196556,8487,TX,76643
HILLSBORO,-97.119791,8966,TX,76645
HUBBARD,-96.80001,2015,TX,76648
IREDELL,-97.879283,813,TX,76649
ITALY,-96.88229,2321,TX,76651
KOPPERL,-97.542085,820,TX,76652
KOSSE,-96.619475,854,TX,76653
LORENA,-97.230161,4007,TX,76655
LOTT,-97.058143,2005,TX,76656
MC GREGOR,-97.394318,5853,TX,76657
MALONE,-96.890682,491,TX,76660
MARLIN,-96.888942,8810,TX,76661
MART,-96.838133,2588,TX,76664
MERIDIAN,-97.64433,2354,TX,76665
MERTENS,-96.898128,328,TX,76666
MEXIA,-96.495186,10971,TX,76667
MILFORD,-96.96115,1259,TX,76670
MORGAN,-97.560829,1403,TX,76671
MOUNT CALM,-96.894393,612,TX,76673
OTTO,-96.875904,776,TX,76675
PENELOPE,-96.937164,613,TX,76676
PRAIRIE HILL,-96.809381,657,TX,76678
PURDON,-96.585619,752,TX,76679
REAGAN,-96.741943,796,TX,76680
RICHLAND,-96.437262,512,TX,76681
RIESEL,-96.94764,2488,TX,76682
THORNTON,-96.502378,1438,TX,76687
VALLEY MILLS,-97.493461,1796,TX,76689
WALNUT SPRINGS,-97.751423,842,TX,76690
WEST,-97.125843,6222,TX,76691
BONANZA,-97.33495,5302,TX,76692
WORTHAM,-96.420208,1602,TX,76693
WACO,-97.139608,1752,TX,76701
BELLMEAD,-97.126742,8919,TX,76704
BELLMEAD,-97.094575,18763,TX,76705
WACO,-97.119752,31263,TX,76706
WACO,-97.158824,15905,TX,76707
WACO,-97.178635,18436,TX,76708
WACO,-97.189891,22014,TX,76710
BEVERLY HILLS,-97.150254,8736,TX,76711
WOODWAY,-97.231062,14756,TX,76712
EARLY,-98.975164,24634,TX,76801
ART,-99.093732,24,TX,76820
BALLINGER,-99.958927,4957,TX,76821
BANGS,-99.107657,5681,TX,76823
BEND,-98.482102,1,TX,76824
FIFE,-99.3372,7280,TX,76825
BROOKESMITH,-99.127729,240,TX,76827
BURKETT,-99.255258,237,TX,76828
CASTELL,-98.931859,64,TX,76831
CHEROKEE,-98.66332,127,TX,76832
COLEMAN,-99.427007,6300,TX,76834
DOOLE,-99.550605,86,TX,76836
EDEN,-99.840658,2028,TX,76837
FORT MC KAVETT,-100.080928,47,TX,76841
FREDONIA,-99.12156,72,TX,76842
GOLDTHWAITE,-98.574405,2523,TX,76844
GOULDBUSK,-99.51363,159,TX,76845
HEXT,-99.554008,60,TX,76848
JUNCTION,-99.74731,3248,TX,76849
LOHN,-99.38334,233,TX,76852
LOMETA,-98.400553,1215,TX,76853
LONDON,-99.625527,465,TX,76854
MASON,-99.226117,3182,TX,76856
MAY,-98.965646,1454,TX,76857
MELVIN,-99.5439,361,TX,76858
MENARD,-99.784721,2145,TX,76859
MILES,-100.182292,1102,TX,76861
MILLERSVIEW,-99.717137,137,TX,76862
MULLIN,-98.663542,1281,TX,76864
NORTON,-100.131515,244,TX,76865
PAINT ROCK,-99.913936,400,TX,76866
PEAR VALLEY,-99.494742,110,TX,76867
PONTOTOC,-99.021224,113,TX,76869
PRIDDY,-98.501464,122,TX,76870
RICHLAND SPRINGS,-98.850731,1103,TX,76871
ROCHELLE,-99.157229,761,TX,76872
ROCKWOOD,-99.374579,63,TX,76873
ROOSEVELT,-99.916501,382,TX,76874
ROWENA,-100.019094,802,TX,76875
SAN SABA,-98.730929,4023,TX,76877
SANTA ANNA,-99.321197,1835,TX,76878
STAR,-98.415752,605,TX,76880
TALPA,-99.674679,240,TX,76882
TELEGRAPH,-99.928369,27,TX,76883
VALERA,-99.563962,201,TX,76884
VALLEY SPRING,-98.832541,270,TX,76885
VOCA,-99.168203,94,TX,76887
LEADAY,-99.538536,227,TX,76888
ZEPHYR,-98.818199,433,TX,76890
SAN ANGELO,-100.481752,23800,TX,76901
SAN ANGELO,-100.438586,32471,TX,76903
SAN ANGELO,-100.480036,25535,TX,76904
SAN ANGELO,-100.390005,11284,TX,76905
BARNHART,-101.191752,178,TX,76930
BEST,-101.478776,4514,TX,76932
BRONTE,-100.298765,1291,TX,76933
CARLSBAD,-100.627501,1886,TX,76934
CHRISTOVAL,-100.52031,1639,TX,76935
ELDORADO,-100.58894,2990,TX,76936
EOLA,-100.072892,479,TX,76937
MERETA,-100.183391,768,TX,76940
MERTZON,-100.822101,1451,TX,76941
OZONA,-101.238802,4076,TX,76943
ROBERT LEE,-100.510366,1826,TX,76945
SILVER,-100.692229,45,TX,76949
SONORA,-100.630667,4135,TX,76950
STERLING CITY,-101.001729,1438,TX,76951
VANCOURT,-100.180367,256,TX,76955
WALL,-100.322132,819,TX,76957
HOUSTON,-95.359361,7658,TX,77002
HOUSTON,-95.339108,8500,TX,77003
HOUSTON,-95.362546,29940,TX,77004
HOUSTON,-95.426261,21772,TX,77005
HOUSTON,-95.392255,17653,TX,77006
HOUSTON,-95.403421,22511,TX,77007
HOUSTON,-95.411797,29653,TX,77008
HOUSTON,-95.367481,42521,TX,77009
HOUSTON,-95.356549,0,TX,77010
HOUSTON,-95.307262,22311,TX,77011
HOUSTON,-95.281925,23344,TX,77012
HOUSTON,-95.230134,17011,TX,77013
HOUSTON,-95.462497,11970,TX,77014
HOUSTON,-95.185189,42008,TX,77015
