city,loc,pop,state,zip
UNIONVILLE,-77.919299,1754,VA,22567
MINE RUN,-77.819493,314,VA,22568
NOMINI GROVE,-76.736517,5917,VA,22572
WEEMS,-76.431323,2125,VA,22576
WINDMILL POINT,-76.368626,2474,VA,22578
WICOMICO CHURCH,-76.356522,2285,VA,22579
WOODFORD,-77.439879,6047,VA,22580
WINCHESTER,-78.182697,45537,VA,22601
BROWNTOWN,-78.279111,1522,VA,22610
BERRYVILLE,-77.968759,8339,VA,22611
BOYCE,-78.020302,2984,VA,22620
CLEAR BROOK,-78.098788,2656,VA,22624
WHITACRE,-78.299724,1229,VA,22625
FLINT HILL,-78.075558,276,VA,22627
FRONT ROYAL,-78.179617,22951,VA,22630
GORE,-78.341687,2000,VA,22637
HUME,-77.994892,517,VA,22639
HUNTLY,-78.130104,782,VA,22640
LEBANON CHURCH,-78.359511,1075,VA,22641
LINDEN,-78.047847,352,VA,22642
MARKHAM,-77.994252,429,VA,22643
MAURERTOWN,-78.465815,1483,VA,22644
MIDDLETOWN,-78.281455,2239,VA,22645
RELIANCE,-78.249152,145,VA,22649
RILEYVILLE,-78.387326,997,VA,22650
SAINT DAVIDS CHU,-78.439989,1004,VA,22652
STAR TANNERY,-78.434306,332,VA,22654
STEPHENS CITY,-78.190677,10954,VA,22655
STEPHENSON,-78.094105,2721,VA,22656
STRASBURG,-78.33862,5756,VA,22657
TOMS BROOK,-78.403757,2796,VA,22660
WHITE POST,-78.11046,778,VA,22663
WOODSTOCK,-78.521704,6899,VA,22664
RACCOON FORD,-78.00406,21359,VA,22701
ARODA,-78.236615,1509,VA,22709
MORRISVILLE,-77.800436,3863,VA,22712
BOSTON,-78.142285,557,VA,22713
BRANDY STATION,-77.903745,721,VA,22714
BRIGHTWOOD,-78.169801,1048,VA,22715
CASTLETON,-78.120801,536,VA,22716
ELKWOOD,-77.817031,414,VA,22718
ETLAN,-78.263793,167,VA,22719
GOLDVEIN,-77.639488,1154,VA,22720
HAYWOOD,-78.179759,139,VA,22722
JEFFERSONTON,-77.906943,1000,VA,22724
LEON,-78.154579,109,VA,22725
LIGNUM,-77.829957,176,VA,22726
AYLOR,-78.296458,4344,VA,22727
MIDLAND,-77.712709,1847,VA,22728
MITCHELLS,-78.010546,39,VA,22729
PRATTS,-78.272212,88,VA,22731
RADIANT,-78.179799,756,VA,22732
RAPIDAN,-78.047607,1216,VA,22733
REMINGTON,-77.761365,2377,VA,22734
REVA,-78.157195,2134,VA,22735
RICHARDSVILLE,-77.719519,238,VA,22736
RIXEYVILLE,-78.028229,2540,VA,22737
UNO,-78.265358,477,VA,22738
SPERRYVILLE,-78.246571,1553,VA,22740
STEVENSBURG,-77.88423,220,VA,22741
SUMERDUCK,-77.70436,1146,VA,22742
SYRIA,-78.322939,526,VA,22743
VIEWTOWN,-78.025769,172,VA,22746
WASHINGTON,-78.1566,1448,VA,22747
WOODVILLE,-78.173855,371,VA,22749
HARRISONBURG,-78.871438,42027,VA,22801
BASYE,-78.767363,43,VA,22810
BERGTON,-78.966752,341,VA,22811
BRIDGEWATER,-78.993684,7160,VA,22812
BROADWAY,-78.787494,7106,VA,22815
CRIDERS,-78.997357,445,VA,22820
MONTEZUMA,-78.993731,4777,VA,22821
EDINBURG,-78.60033,5079,VA,22824
ELKTON,-78.632143,10331,VA,22827
FULKS RUN,-78.935799,1255,VA,22830
HINTON,-79.010084,798,VA,22831
KEEZLETOWN,-78.776998,1204,VA,22832
LINVILLE,-78.896102,1866,VA,22834
LURAY,-78.459559,10559,VA,22835
MC GAHEYSVILLE,-78.741128,2100,VA,22840
MOUNT CRAWFORD,-78.895679,2070,VA,22841
CONICVILLE,-78.676655,4601,VA,22842
MOUNT SOLON,-79.102832,1995,VA,22843
NEW MARKET,-78.671433,3502,VA,22844
ORKNEY SPRINGS,-78.811106,266,VA,22845
MONTEVIDEO,-78.797903,704,VA,22846
SHENANDOAH CAVER,-78.698866,352,VA,22847
SHENANDOAH,-78.608975,5174,VA,22849
STANLEY,-78.509263,4604,VA,22851
TIMBERVILLE,-78.771702,3494,VA,22853
CHARLOTTESVILLE,-78.490869,62708,VA,22901
UNIVERSITY,-78.505758,25301,VA,22903
AFTON,-78.841046,2783,VA,22920
TYE RIVER,-78.918473,1439,VA,22922
BURNLEYS,-78.312716,1389,VA,22923
COBHAM,-78.37849,45,VA,22929
COVESVILLE,-78.712741,304,VA,22931
YANCEY MILLS,-78.704405,4292,VA,22932
BOONESVILLE,-78.554612,566,VA,22935
EARLYSVILLE,-78.491945,4294,VA,22936
ESMONT,-78.610646,1157,VA,22937
FABER,-78.756495,958,VA,22938
WOODROW WILSON,-78.969579,1374,VA,22939
MISSION HOME,-78.595906,1023,VA,22940
CASHS CORNER,-78.195195,5852,VA,22942
GREENWOOD,-78.783282,516,VA,22943
KEENE,-78.561386,26,VA,22946
BOYD TAVERN,-78.340429,2081,VA,22947
LOCUST DALE,-78.101576,155,VA,22948
LOVINGSTON,-78.868433,1459,VA,22949
LOWESVILLE,-79.083346,175,VA,22951
SHERANDO,-78.951506,2267,VA,22952
WINTERGREEN,-78.893972,53,VA,22958
ALBERENE,-78.695414,3134,VA,22959
MONTFORD,-78.091224,8781,VA,22960
BYBEE,-78.297983,5689,VA,22963
PINEY RIVER,-79.020571,257,VA,22964
ROSELAND,-78.971173,2333,VA,22967
ADVANCE MILLS,-78.391033,5764,VA,22968
SCHUYLER,-78.692475,1128,VA,22969
ROCKFISH,-78.824608,1100,VA,22971
SOMERSET,-78.25042,720,VA,22972
GEER,-78.470755,4114,VA,22973
TROY,-78.253494,1868,VA,22974
WAYNESBORO,-78.903461,26450,VA,22980
AMELIA COURT HOU,-77.955177,6923,VA,23002
ARVONIA,-78.38888,1114,VA,23004
ASHLAND,-77.478373,14800,VA,23005
AYLETT,-77.188473,1374,VA,23009
BARHAMSVILLE,-76.832097,698,VA,23011
BEAVERDAM,-77.630829,2328,VA,23015
BEAVERLETT,-76.322425,262,VA,23016
BOHANNON,-76.36136,143,VA,23021
BREMO BLUFF,-78.267158,1058,VA,23022
BRUINGTON,-76.940199,172,VA,23023
BUMPASS,-77.796614,4399,VA,23024
MILES,-76.393959,39,VA,23025
TAMWORTH,-78.128699,1143,VA,23027
CAUTHORNVILLE,-77.039625,380,VA,23029
CHARLES CITY,-77.108183,4216,VA,23030
CHURCH VIEW,-76.66287,493,VA,23032
COLOGNE,-76.683356,95,VA,23037
COLUMBIA,-78.179403,641,VA,23038
CROZIER,-77.793958,937,VA,23039
CUMBERLAND,-78.258149,3429,VA,23040
DELTAVILLE,-76.346781,1565,VA,23043
DIGGS,-76.287172,491,VA,23045
DOSWELL,-77.512521,2111,VA,23047
DUTTON,-76.435782,416,VA,23050
FORK UNION,-78.235498,620,VA,23055
GLEN ALLEN,-77.534016,19953,VA,23060
PINERO,-76.553312,14924,VA,23061
GLOUCESTER POINT,-76.49586,2558,VA,23062
GOOCHLAND,-78.011216,4772,VA,23063
GUM SPRING,-77.907049,480,VA,23065
GWYNN,-76.29042,681,VA,23066
HANOVER,-77.321572,3796,VA,23069
HARDYVILLE,-76.418937,546,VA,23070
HARTFIELD,-76.476949,797,VA,23071
HAYES,-76.490457,11051,VA,23072
HIGHLAND SPRINGS,-77.32261,9373,VA,23075
JAMAICA,-76.688962,383,VA,23079
JAMES STORE,-76.464972,795,VA,23080
JETERSVILLE,-78.104011,1396,VA,23083
KENTS STORE,-78.120776,882,VA,23084
KING AND QUEEN C,-76.863059,548,VA,23085
KING WILLIAM,-77.099837,3887,VA,23086
LANEXA,-76.902684,3609,VA,23089
LITTLE PLYMOUTH,-76.825456,103,VA,23091
LOCUST HILL,-76.501857,375,VA,23092
LOUISA,-78.034666,7503,VA,23093
DABNEYS,-77.871032,2927,VA,23102
MANAKIN SABOT,-77.707699,5177,VA,23103
MANQUIN,-77.186016,628,VA,23106
MASCOT,-76.738324,104,VA,23108
MATHEWS,-76.354416,760,VA,23109
SHANGHAI,-76.78398,331,VA,23110
MECHANICSVILLE,-77.339464,35675,VA,23111
MIDLOTHIAN,-77.654458,24114,VA,23112
MIDLOTHIAN,-77.642864,21858,VA,23113
MINERAL,-77.878069,5080,VA,23117
MOBJACK,-76.355244,204,VA,23118
MOON,-76.306472,629,VA,23119
MOSELEY,-77.758458,1852,VA,23120
NEW CANTON,-78.311231,1546,VA,23123
NEW KENT,-77.074242,1376,VA,23124
NEW POINT,-76.283465,153,VA,23125
NEWTOWN,-77.113825,926,VA,23126
NORTH,-76.370661,1621,VA,23128
OILVILLE,-77.769955,198,VA,23129
ONEMO,-76.294056,582,VA,23130
BAVON,-76.304463,475,VA,23138
POWHATAN,-77.879761,14488,VA,23139
PROVIDENCE FORGE,-77.071117,3211,VA,23140
QUINTON,-77.148607,4589,VA,23141
ROCKVILLE,-77.699994,1872,VA,23146
INDIAN NECK,-77.084206,191,VA,23148
SALUDA,-76.592082,3215,VA,23149
SANDSTON,-77.27578,9402,VA,23150
SANDY HOOK,-77.904553,152,VA,23153
PLAIN VIEW,-76.726901,696,VA,23156
STEVENSVILLE,-76.935228,59,VA,23161
SHADOW,-76.318617,309,VA,23163
TOANO,-76.825263,2784,VA,23168
SYRINGA,-76.454876,706,VA,23169
REMLIK,-76.612611,698,VA,23175
WAKE,-76.432327,368,VA,23176
WALKERTON,-77.018475,1152,VA,23177
WARNER,-76.646167,37,VA,23179
WATER VIEW,-76.62268,273,VA,23180
WEST POINT,-76.82373,4365,VA,23181
MERRIMAC,-76.701686,34777,VA,23185
WILLIAMSBURG,-76.763424,14957,VA,23188
MONTPELIER,-77.692441,4472,VA,23192
RICHMOND,-77.437798,2780,VA,23219
RICHMOND,-77.458798,29776,VA,23220
RICHMOND,-77.4845,14452,VA,23221
RICHMOND,-77.426725,30214,VA,23222
RICHMOND,-77.394772,42379,VA,23223
RICHMOND,-77.471014,32681,VA,23224
RICHMOND,-77.504709,37289,VA,23225
RICHMOND,-77.519657,18085,VA,23226
BELLEVUE,-77.446309,21661,VA,23227
LAKESIDE,-77.493308,30611,VA,23228
REGENCY,-77.566202,32028,VA,23229
WEST END,-77.496828,6447,VA,23230
RICHMOND,-77.368002,23773,VA,23231
RIDGE,-77.614933,32811,VA,23233
AMPTHILL,-77.469798,36331,VA,23234
BON AIR,-77.565103,30860,VA,23235
RICHMOND,-77.585413,24305,VA,23236
RICHMOND,-77.461471,19154,VA,23237
RICHMOND,-77.545125,14713,VA,23294
ACCOMAC,-75.680272,2562,VA,23301
ASSAWOMAN,-75.52966,82,VA,23302
BELLE HAVEN,-75.869443,344,VA,23306
BIRDSNEST,-75.904347,1057,VA,23307
BLOXOM,-75.615568,1581,VA,23308
CAPE CHARLES,-75.972129,6259,VA,23310
CARROLLTON,-76.542963,3990,VA,23314
CARRSVILLE,-76.83648,1273,VA,23315
CHESAPEAKE,-76.23843,55836,VA,23320
BOWERS HILL,-76.411012,23561,VA,23321
FENTRESS,-76.213064,10023,VA,23322
CHESAPEAKE,-76.339743,24412,VA,23323
CHESAPEAKE,-76.266557,21531,VA,23324
CHESAPEAKE,-76.240555,16543,VA,23325
CHINCOTEAGUE,-75.371369,3581,VA,23336
WALLOPS ISLAND,-75.506503,0,VA,23337
EXMORE,-75.852624,4678,VA,23350
FRANKTOWN,-75.888971,474,VA,23354
GREENBACKVILLE,-75.402899,400,VA,23356
GREENBUSH,-75.6664,821,VA,23357
HALLWOOD,-75.561334,322,VA,23359
HORNTOWN,-75.471608,132,VA,23395
HORSEY,-75.56236,200,VA,23396
JENKINS BRIDGE,-75.631943,301,VA,23399
LOCUSTVILLE,-75.673508,92,VA,23404
MACHIPONGO,-75.908241,593,VA,23405
MAPPSVILLE,-75.569886,835,VA,23407
MEARS,-75.635443,110,VA,23409
MELFA,-75.745355,2987,VA,23410
NEW CHURCH,-75.511188,2915,VA,23415
OAK HALL,-75.606483,130,VA,23416
ONANCOCK,-75.752798,3914,VA,23417
ONLEY,-75.6992,97,VA,23418
PAINTER,-75.806612,3782,VA,23420
PARKSLEY,-75.638634,3466,VA,23421
SANFORD,-75.695704,679,VA,23426
SMITHFIELD,-76.63682,11389,VA,23430
SUFFOLK,-76.559811,1396,VA,23432
SUFFOLK,-76.49286,1219,VA,23433
SUFFOLK,-76.593147,33717,VA,23434
SUFFOLK,-76.466397,8556,VA,23435
SUFFOLK,-76.514157,766,VA,23436
SUFFOLK,-76.792043,4414,VA,23437
SUFFOLK,-76.687097,2073,VA,23438
TANGIER,-75.993003,700,VA,23440
TEMPERANCEVILLE,-75.55283,1670,VA,23442
VIRGINIA BEACH,-76.001928,37212,VA,23451
VIRGINIA BEACH,-76.096142,61895,VA,23452
VIRGINIA BEACH,-76.023723,59937,VA,23454
VIRGINIA BEACH,-76.144552,43055,VA,23455
VIRGINIA BEACH,-76.089162,55909,VA,23456
BLACKWATER BRIDG,-76.037816,3448,VA,23457
VIRGINIA BEACH,-76.017122,1164,VA,23459
VIRGINIA BEACH,-76.152184,58632,VA,23462
VIRGINIA BEACH,-76.175909,67276,VA,23464
WALTERS,-76.870156,698,VA,23481
WINDSOR,-76.732372,4773,VA,23487
NORFOLK,-76.214253,21227,VA,23502
NORFOLK,-76.252008,32435,VA,23503
NORFOLK,-76.268628,25706,VA,23504
NORFOLK,-76.28748,30687,VA,23505
NORFOLK,-76.300385,6514,VA,23507
NORFOLK,-76.300356,19729,VA,23508
NORFOLK,-76.260361,12539,VA,23509
NORFOLK,-76.287784,4731,VA,23510
FLEET,-76.309206,28108,VA,23511
NORFOLK,-76.239578,31348,VA,23513
NORFOLK,-76.294519,4433,VA,23517
NORFOLK,-76.216027,35119,VA,23518
NAVAL AMPHIBIOUS,-76.163715,4541,VA,23521
NORFOLK,-76.270125,8682,VA,23523
NEWPORT NEWS,-76.460722,24325,VA,23601
NEWPORT NEWS,-76.532125,68525,VA,23602
NEWPORT NEWS,-76.582059,3368,VA,23603
NEWPORT NEWS,-76.589727,9967,VA,23604
NEWPORT NEWS,-76.433158,12649,VA,23605
NEWPORT NEWS,-76.496724,22429,VA,23606
NEWPORT NEWS,-76.416469,28785,VA,23607
HAMPTON,-76.296896,3325,VA,23651
HAMPTON,-76.380085,15313,VA,23661
POQUOSON,-76.380702,11005,VA,23662
HAMPTON,-76.319875,16889,VA,23663
HAMPTON,-76.296639,7832,VA,23664
HAMPTON,-76.409939,15146,VA,23665
HAMPTON,-76.409617,44985,VA,23666
HAMPTON,-76.342573,41855,VA,23669
YORKTOWN,-76.542346,3216,VA,23690
GRAFTON,-76.459648,14188,VA,23692
TABB,-76.450743,2807,VA,23693
SEAFORD,-76.428992,3009,VA,23696
PORTSMOUTH,-76.36714,29788,VA,23701
PORTSMOUTH,-76.326979,12599,VA,23702
PORTSMOUTH,-76.386872,22512,VA,23703
PORTSMOUTH,-76.314604,23634,VA,23704
PORTSMOUTH,-76.344011,15199,VA,23707
PORTSMOUTH,-76.305188,216,VA,23709
FORT LEE,-77.33405,8817,VA,23801
ETTRICK,-77.432594,41772,VA,23803
PETERSBURG,-77.385385,16432,VA,23805
ALBERTA,-77.905518,1553,VA,23821
BLACKSTONE,-77.985063,6351,VA,23824
BOYKINS,-77.197519,1595,VA,23827
BRANCHVILLE,-77.270441,619,VA,23828
CAPRON,-77.239363,2364,VA,23829
CARSON,-77.435093,1343,VA,23830
CHESTER,-77.41557,24788,VA,23831
CHESTERFIELD,-77.566799,25716,VA,23832
CHURCH ROAD,-77.664588,1515,VA,23833
COLONIAL HEIGHTS,-77.403829,21056,VA,23834
COURTLAND,-77.078272,3570,VA,23837
DENDRON,-76.896642,805,VA,23839
DEWITT,-77.642558,1385,VA,23840
DINWIDDIE,-77.558539,2781,VA,23841
DISPUTANTA,-77.273172,4938,VA,23842
DOLPHIN,-77.788719,982,VA,23843
DREWRYVILLE,-77.359098,743,VA,23844
EBONY,-77.999431,568,VA,23845
ELBERON,-76.833723,715,VA,23846
EMPORIA,-77.562953,13950,VA,23847
AMMON,-77.737189,1315,VA,23850
FRANKLIN,-76.939108,12786,VA,23851
FREEMAN,-77.720772,920,VA,23856
GASBURG,-77.902927,771,VA,23857
HANDSOM,-77.023797,371,VA,23859
HOPEWELL,-77.295013,25764,VA,23860
IVOR,-76.886146,2205,VA,23866
JARRATT,-77.483162,2055,VA,23867
TRIPLET,-77.838437,6357,VA,23868
MC KENNEY,-77.739556,1866,VA,23872
NEWSOMS,-77.106949,1193,VA,23874
PRINCE GEORGE,-77.274706,7713,VA,23875
RAWLINGS,-77.82372,527,VA,23876
SEDLEY,-77.012531,491,VA,23878
SKIPPERS,-77.543663,196,VA,23879
SPRING GROVE,-76.992337,1746,VA,23881
STONY CREEK,-77.444276,2889,VA,23882
SURRY,-76.76514,2271,VA,23883
SUTHERLAND,-77.565463,2470,VA,23885
VALENTINES,-77.838405,188,VA,23887
WAKEFIELD,-76.97898,2790,VA,23888
WARFIELD,-77.767317,580,VA,23889
WAVERLY,-77.105453,4581,VA,23890
WHITE PLAINS,-77.959245,522,VA,23893
WILSONS,-77.835193,592,VA,23894
YALE,-77.286986,626,VA,23897
ZUNI,-76.810967,2162,VA,23898
FARMVILLE,-78.407592,14084,VA,23901
BASKERVILLE,-78.279047,1114,VA,23915
BOYDTON,-78.375174,2613,VA,23917
BRACEY,-78.105862,1127,VA,23919
BRODNAX,-77.989843,2571,VA,23920
BUCKINGHAM,-78.598537,2056,VA,23921
BURKEVILLE,-78.196084,3751,VA,23922
CHARLOTTE COURT,-78.660622,2061,VA,23923
CHASE CITY,-78.455268,5715,VA,23924
CLARKSVILLE,-78.535294,2736,VA,23927
CREWE,-78.105866,5565,VA,23930
CULLEN,-78.645912,596,VA,23934
SPROUSES CORNER,-78.460929,5330,VA,23936
DRAKES BRANCH,-78.561542,1509,VA,23937
DUNDAS,-78.010016,407,VA,23938
GREEN BAY,-78.307195,838,VA,23942
KENBRIDGE,-78.124238,4269,VA,23944
KEYSVILLE,-78.469912,3670,VA,23947
BLACKRIDGE,-78.095251,3036,VA,23950
LUNENBURG,-78.290644,156,VA,23952
MEHERRIN,-78.387357,1429,VA,23954
PAMPLIN,-78.65166,2298,VA,23958
PHENIX,-78.791195,900,VA,23959
PROSPECT,-78.546162,1661,VA,23960
RANDOLPH,-78.699249,600,VA,23962
RED HOUSE,-78.814467,616,VA,23963
RED OAK,-78.632057,667,VA,23964
RICE,-78.279262,1973,VA,23966
SAXE,-78.605699,1095,VA,23967
SKIPWITH,-78.530552,1177,VA,23968
SOUTH HILL,-78.153388,7056,VA,23970
VICTORIA,-78.237243,4027,VA,23974
WYLLIESBURG,-78.612655,945,VA,23976
ROANOKE,-79.942019,150,VA,24011
ROANOKE,-79.932179,22982,VA,24012
ROANOKE,-79.924747,8347,VA,24013
ROANOKE,-79.946332,21753,VA,24014
ROANOKE,-79.980694,15358,VA,24015
ROANOKE,-79.953495,9782,VA,24016
ROANOKE,-79.990248,24776,VA,24017
CAVE SPRING,-80.021749,24993,VA,24018
HOLLINS,-79.956328,23189,VA,24019
ARARAT,-80.50934,960,VA,24053
AXTON,-79.73964,4428,VA,24054
BASSETT,-80.005506,14101,VA,24055
BENT MOUNTAIN,-80.145501,2388,VA,24059
WHITETHORNE,-80.427313,42796,VA,24060
BLUE RIDGE,-79.817178,1669,VA,24064
BOONES MILL,-79.955554,6767,VA,24065
LITHIA,-79.705287,4145,VA,24066
CALLAWAY,-80.049592,2012,VA,24067
CASCADE,-79.657438,1435,VA,24069
CATAWBA,-80.128384,3747,VA,24070
SIMPSONS,-80.236747,1048,VA,24072
CHRISTIANSBURG,-80.418774,20714,VA,24073
CLAUDVILLE,-80.444179,1576,VA,24076
CLOVERDALE,-79.912765,582,VA,24077
COLLINSVILLE,-79.914192,7668,VA,24078
COPPER HILL,-80.152469,1765,VA,24079
CRITZ,-80.129765,260,VA,24082
DALEVILLE,-79.921095,1408,VA,24083
DUBLIN,-80.669696,9521,VA,24084
EAGLE ROCK,-79.817215,2939,VA,24085
EGGLESTON,-80.652758,374,VA,24086
IRONTO,-80.249658,4216,VA,24087
FERRUM,-80.034923,4389,VA,24088
FIELDALE,-79.965245,2594,VA,24089
FINCASTLE,-79.851116,2843,VA,24090
ALUM RIDGE,-80.319054,4833,VA,24091
GLADEHILL,-79.776271,2047,VA,24092
GLEN LYN,-80.863358,126,VA,24093
GOLDBOND,-80.66315,53,VA,24094
GOODVIEW,-79.726284,1686,VA,24095
HARDY,-79.812661,5955,VA,24101
HENRY,-79.99036,1393,VA,24102
HUDDLESTON,-79.491017,2299,VA,24104
INDIAN VALLEY,-80.57571,502,VA,24105
MARTINSVILLE,-79.869136,35994,VA,24112
MEADOWS OF DAN,-80.402227,1532,VA,24120
MONETA,-79.652111,4586,VA,24121
MONTVALE,-79.717462,1747,VA,24122
NARROWS,-80.85485,5250,VA,24124
NEW CASTLE,-80.17042,3400,VA,24127
NEWPORT,-80.50992,1578,VA,24128
PAINT BANK,-80.254436,153,VA,24131
PATRICK SPRINGS,-80.138769,2789,VA,24133
PEARISBURG,-80.726703,5279,VA,24134
MOUNTAIN LAKE,-80.615507,3087,VA,24136
PENHOOK,-79.664493,1768,VA,24137
PILOT,-80.322901,882,VA,24138
PITTSVILLE,-79.479413,415,VA,24139
FAIRLAWN,-80.571721,22335,VA,24141
RICH CREEK,-80.822718,947,VA,24147
RIDGEWAY,-79.86859,7953,VA,24148
RINER,-80.435309,2947,VA,24149
RIPPLEMEAD,-80.671728,37,VA,24150
ROCKY MOUNT,-79.883959,15579,VA,24151
SALEM,-80.069185,30570,VA,24153
SANDY LEVEL,-79.561404,512,VA,24161
SHAWSVILLE,-80.27153,2571,VA,24162
SPENCER,-80.037345,1537,VA,24165
STAFFORDSVILLE,-80.740334,464,VA,24167
STANLEYTOWN,-79.935482,153,VA,24168
STUART,-80.23923,7990,VA,24171
THAXTON,-79.652187,1136,VA,24174
TROUTVILLE,-79.878636,9211,VA,24175
UNION HALL,-79.686447,804,VA,24176
STEWARTSVILLE,-79.835466,18205,VA,24179
WIRTZ,-79.757254,1675,VA,24184
WOOLWINE,-80.277426,898,VA,24185
BRISTOL,-82.182297,23166,VA,24201
ABINGDON,-82.019989,25429,VA,24210
EXETER,-82.791394,2916,VA,24216
BEE,-82.185632,495,VA,24217
BIG STONE GAP,-82.762727,10858,VA,24219
BIRCHLEAF,-82.248346,997,VA,24220
BLACKWATER,-82.98658,1008,VA,24221
CASTLEWOOD,-82.287574,7166,VA,24224
CLEVELAND,-82.131758,1966,VA,24225
CLINCHCO,-82.342476,2059,VA,24226
CLINTWOOD,-82.445339,7866,VA,24228
COEBURN,-82.473497,11745,VA,24230
DAMASCUS,-81.777633,3312,VA,24236
DANTE,-82.281519,1168,VA,24237
DAVENPORT,-82.122946,49,VA,24239
DRYDEN,-82.930478,2185,VA,24243
CLINCHPORT,-82.80651,5688,VA,24244
DUNGANNON,-82.496025,1231,VA,24245
EWING,-83.504737,2599,VA,24248
FORT BLACKMORE,-82.610178,1085,VA,24250
GATE CITY,-82.611179,7641,VA,24251
HAYSI,-82.285306,3813,VA,24256
HILTONS,-82.429929,1937,VA,24258
COUNCIL,-81.996883,6162,VA,24260
JONESVILLE,-83.13615,6275,VA,24263
KEOKEE,-82.977161,1807,VA,24265
LEBANON,-82.09563,7818,VA,24266
MC CLURE,-82.380553,124,VA,24269
MENDOTA,-82.264888,675,VA,24270
NICKELSVILLE,-82.420172,2749,VA,24271
NORA,-82.350023,514,VA,24272
NORTON,-82.624923,4145,VA,24273
PENNINGTON GAP,-83.022299,5859,VA,24277
POUND,-82.601555,5330,VA,24279
ROSEDALE,-81.888793,2492,VA,24280
ROSE HILL,-83.348565,2404,VA,24281
SAINT CHARLES,-83.051838,485,VA,24282
SAINT PAUL,-82.341844,2680,VA,24283
STONEGA,-82.819194,670,VA,24285
TRAMMEL,-82.217563,51,VA,24289
WEBER CITY,-82.545227,2981,VA,24290
WHITETOP,-81.583938,642,VA,24292
WISE,-82.594679,8957,VA,24293
PULASKI,-80.770961,16576,VA,24301
ATKINS,-81.404791,1108,VA,24311
AUSTINVILLE,-80.858322,2488,VA,24312
BARREN SPRINGS,-80.809006,575,VA,24313
BASTIAN,-81.198855,1656,VA,24314
BLAND,-81.020064,3261,VA,24315
BROADFORD,-81.659388,132,VA,24316
CANA,-80.670452,3363,VA,24317
CERES,-81.364272,833,VA,24318
CHILHOWIE,-81.665103,6087,VA,24319
CRIPPLE CREEK,-81.103928,157,VA,24322
CROCKETT,-81.208883,347,VA,24323
DRAPER,-80.818752,1161,VA,24324
DUGSPUR,-80.612348,1241,VA,24325
ELK CREEK,-81.191488,1161,VA,24326
FANCY GAP,-80.69075,1929,VA,24328
FRIES,-81.004157,4077,VA,24330
GALAX,-80.911744,17442,VA,24333
GLADE SPRING,-81.767639,4384,VA,24340
HILLSVILLE,-80.71973,10578,VA,24343
ALLISONIA,-80.638173,2062,VA,24347
INDEPENDENCE,-81.158202,3760,VA,24348
IVANHOE,-80.977911,1006,VA,24350
LAMBSBURG,-80.760133,528,VA,24351
LAUREL FORK,-80.514776,714,VA,24352
MARION,-81.534914,16672,VA,24354
FOSTER FALLS,-80.921391,4621,VA,24360
MEADOWVIEW,-81.851205,6288,VA,24361
MOUTH OF WILSON,-81.395452,1735,VA,24363
ROCKY GAP,-81.155236,510,VA,24366
RURAL RETREAT,-81.287872,4350,VA,24368
SALTVILLE,-81.740201,6739,VA,24370
SEVEN MILE FORD,-81.645672,155,VA,24373
SPEEDWELL,-81.183404,633,VA,24374
SUGAR GROVE,-81.408443,1237,VA,24375
TANNERSVILLE,-81.628017,271,VA,24377
TROUT DALE,-81.435004,1261,VA,24378
WILLIS,-80.490861,2769,VA,24380
WOODLAWN,-80.882437,218,VA,24381
WYTHEVILLE,-81.094082,13788,VA,24382
WOODRUM,-79.07519,34323,VA,24401
BLUE GRASS,-79.561272,201,VA,24413
BUENA VISTA,-79.352311,8464,VA,24416
CHURCHVILLE,-79.179126,3411,VA,24421
CLIFTON FORGE,-79.805423,7486,VA,24422
ALLEGHANY,-80.003176,16958,VA,24426
CRAIGSVILLE,-79.361883,3008,VA,24430
CRIMORA,-78.841275,2153,VA,24431
DEERFIELD,-79.415186,389,VA,24432
DOE HILL,-79.482176,265,VA,24433
FAIRFIELD,-79.297922,1314,VA,24435
FORT DEFIANCE,-78.932583,824,VA,24437
GOSHEN,-79.477325,1173,VA,24439
GREENVILLE,-79.135876,1975,VA,24440
GROTTOES,-78.825528,3879,VA,24441
HEAD WATERS,-79.435272,87,VA,24442
HIGHTOWN,-79.592927,192,VA,24444
HOT SPRINGS,-79.871662,2506,VA,24445
LEXINGTON,-79.458111,14306,VA,24450
MC DOWELL,-79.498798,353,VA,24458
MIDDLEBROOK,-79.281165,527,VA,24459
MILLBORO SPRING,-79.640649,1586,VA,24460
MONTEBELLO,-79.061079,579,VA,24464
MONTEREY,-79.59407,1335,VA,24465
MOUNT SIDNEY,-78.97296,1787,VA,24467
MUSTOE,-79.659137,202,VA,24468
PORT REPUBLIC,-78.810388,1196,VA,24471
RAPHINE,-79.221903,2238,VA,24472
ROCKBRIDGE BATHS,-79.387421,677,VA,24473
SPOTTSWOOD,-79.221141,393,VA,24475
STUARTS DRAFT,-79.029821,5317,VA,24477
SWOOPE,-79.187281,1477,VA,24479
VERONA,-79.005872,4491,VA,24482
VESUVIUS,-79.213485,548,VA,24483
BOLAR,-79.807792,940,VA,24484
WEST AUGUSTA,-79.320139,350,VA,24485
WEYERS CAVE,-78.923454,2190,VA,24486
BURNSVILLE,-79.650607,170,VA,24487
LYNCHBURG,-79.171464,27264,VA,24501
TIMBERLAKE,-79.211783,28755,VA,24502
LYNCHBURG,-79.204982,17816,VA,24503
LYNCHBURG,-79.12142,10889,VA,24504
